,scene_name,img_a_idx,img_b_idx,is_valid,is_valid_masked,norm_diff_descriptor_ground_truth,norm_diff_descriptor,norm_diff_descriptor_masked,norm_diff_ground_truth_3d,norm_diff_pred_3d,norm_diff_pred_3d_masked,pixel_match_error_l2,pixel_match_error_l2_masked,pixel_match_error_l1,fraction_pixels_closer_than_ground_truth,fraction_pixels_closer_than_ground_truth_masked,average_l2_distance_for_false_positives,average_l2_distance_for_false_positives_masked
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,69.65629906907199,69.65629906907199,98.0,0.028742766203703703,0.16822926650750222,89.55272873774146,88.79938740048856
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,1.0,1.0,1.0,0.00028935185185185184,0.0017426764024188349,28.872737840427025,28.872737840427025
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,40.311288741492746,40.311288741492746,53.0,0.0010517939814814815,0.006334628722792465,378.758621952411,378.758621952411
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,49.51767361255979,49.51767361255979,70.0,0.01880787037037037,0.11080807904780161,82.85097112521757,82.67781449090526
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,14.142135623730951,14.142135623730951,20.0,0.005128761574074074,0.03001760103166443,94.55924363847629,93.58277300123284
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,11.40175425099138,11.40175425099138,14.0,0.002197627314814815,0.01323562727637105,388.4660068792415,388.4660068792415
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,10.0,10.0,14.0,0.0017795138888888889,0.010525765470609762,81.26458010244225,80.98875720663082
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,57.706152185014034,57.706152185014034,66.0,0.01690104166666667,0.099463255668055,99.88386473982807,99.87991394906193
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,35.35533905932738,35.35533905932738,48.0,0.013045428240740741,0.07331439624976038,101.86539089450832,100.81888345454473
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,66.76076692189807,66.76076692189807,83.0,0.033022280092592594,0.19566770646358678,116.70783836480439,116.26563679500701
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,36.87817782917155,36.87817782917155,44.0,0.007530381944444445,0.04234703657877769,75.59950308663133,74.37904372932003
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,21.93171219946131,21.93171219946131,31.0,0.0027589699074074075,0.016607706115051496,107.54165747578212,107.49703869893392
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,40.19950248448356,40.19950248448356,44.0,0.02268952546296296,0.12761619294913126,111.28548194324267,110.90224103420148
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,85.70297544426332,85.70297544426332,109.0,0.04366319444444444,0.2578986807939634,128.0829101467023,127.7573989418771
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,29.068883707497267,29.068883707497267,31.0,0.00046440972222222223,0.0027969956258822298,87.30686380732365,87.30686380732365
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,33.0,33.0,33.0,0.004318576388888889,0.02505097328477075,76.98757878511708,76.28520440950054
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,2.23606797749979,2.23606797749979,3.0,0.0004195601851851852,0.0025268807835073107,117.141608294587,117.141608294587
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,97.86725703727473,96.74709297958259,110.0,0.039461805555555556,0.22769809874004496,128.35942527112627,128.52535119761416
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,87.20665112249179,87.20665112249179,117.0,0.02304398148148148,0.13212101144938396,108.89846837160864,108.22655516618747
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,3.605551275463989,3.605551275463989,5.0,0.00047453703703703704,0.002857989299966889,339.27561430401704,339.27561430401704
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,35.4682957019364,35.4682957019364,46.0,0.005912905092592593,0.03498422877855811,99.102914880054,99.74286058956834
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,62.07253821135398,62.07253821135398,65.0,0.018253761574074073,0.10740986006308488,104.73057447010478,104.73342193390988
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,22.360679774997898,24.186773244895647,26.0,0.0073046875,0.041005175748915185,103.78254425956325,103.33635518965468
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,54.67174773134658,54.67174773134658,77.0,0.0073900462962962965,0.03951518742484708,296.63563252512387,299.0007950965089
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,12.165525060596439,12.165525060596439,14.0,0.0005381944444444444,0.0032413781084990327,167.92866068377322,167.92866068377322
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,40.024992192379,40.024992192379,48.0,0.003058449074074074,0.01632016450865239,101.91568802516815,106.00749159018909
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,305.0,305.0,409.0,0.09096064814814815,0.5182981022253977,311.0616680037783,308.99110236769735
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,89.26925562588724,89.26925562588724,107.0,0.0069719328703703705,0.03965460153704059,66.46232330807227,65.25110650211901
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,359.5622338344226,359.5622338344226,417.0,0.0536328125,0.28351602390952024,312.0173421201287,308.85224045642246
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,45.27692569068709,45.27692569068709,50.0,0.011686921296296296,0.0684958959970723,101.86209603202856,101.13153576422606
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,158.61904047118682,376.03324321128844,172.0,0.019055266203703704,0.10509210044786783,336.0868299007979,337.66650805176704
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,6.082762530298219,2.0,7.0,0.0006134259259259259,0.0032152379624627503,105.08341541934003,104.22090384176646
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,40.80441152620633,40.80441152620633,51.0,0.008166956018518518,0.047914887684505865,101.05840661461569,101.59724025438362
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,357.24641355792505,357.24641355792505,413.0,0.051730324074074074,0.2735479148876845,310.58197759237305,307.4813710525296
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,61.98386886924694,294.334843333235,78.0,0.1017795138888889,0.5351672098008121,247.2570898571449,241.11033002876513
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,52.92447448959697,296.31908477180474,69.0,0.10594328703703704,0.5585887806493213,246.2986914315976,240.3203874295796
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,37.0,37.0,37.0,0.005821759259259259,0.03448756600386874,94.01196821226249,94.44194365461576
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,46.04345773288535,46.04345773288535,48.0,0.009221643518518518,0.05425822978931042,97.34834616264537,97.56424442829625
0,shirt_hanging,cam0-315-119,cam1-0-0,,,,,,,,,42.0,42.0,42.0,0.007771990740740741,0.04253873098304376,102.6565939515908,102.77628980458103
